Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
nhân_sĩ,2,2,6,8,1
năm_dương_lịch,2,3,12,16,1
láu_lỉnh,2,2,7,9,1
bâng_quơ,2,2,7,9,1
chạy_án,2,2,6,8,1
đầu_sỏ,2,2,5,8,1
hiểu_nôm_na,2,3,9,12,1
bàn_tay_vàng,2,3,10,12,1
giá_cạnh_tranh,2,3,12,14,1
bố_thí,2,2,5,8,1
quy_tập,2,2,6,8,1
ngọt_xớt,2,2,7,10,1
bể_dâu,2,2,5,8,1
học_lóm,2,2,6,8,1
chân_lấm_tay_bùn,2,4,13,17,1
cái_nước,2,2,7,11,1
phẳng_lì,2,2,7,10,1
phàn,2,1,4,5,1
phân_giới,2,2,8,11,1
biển_đông,2,2,8,11,1
rắp_tâm,2,2,6,9,1
tụê,2,1,3,5,1
chỉnh_lý,2,2,7,9,1
phủ_quyết,2,2,8,11,1
đặc_phái_viên,2,3,11,15,1
quyết_định_giá,2,3,12,16,1
nông_phẩm,2,2,8,11,1
tân_giám_đốc_điều_hành,2,5,18,25,1
thuộc_quốc_tịch,2,3,13,18,1
chuyên_doanh,2,2,11,12,1
kịnh,2,1,4,5,1
vốn_cố_định,2,3,9,14,1
hạch_toán_kinh_tế,2,4,14,18,1
hoà_xã_hội_chủ_nghĩa_việt_nam,2,7,23,31,1
bãi_miễn,2,2,7,10,1
vay_lãi,2,2,6,7,1
ghi_hình_thức,2,3,11,14,1
thuế_doanh_thu,2,3,12,14,1
-_trung,2,2,6,6,1
đối_nội,2,2,6,10,1
tân_thứ_trưởng,2,3,12,18,1
tầng_ozon,2,2,8,10,1
xay_xát,2,2,6,7,1
vị_kỷ,2,2,4,6,1
công_hàm,2,2,7,9,1
cửa_quyền,2,2,8,12,1
xuẩt,2,1,4,6,1
độc_bản,2,2,6,9,1
âm_bản,2,2,5,7,1
kết_tụ,2,2,5,8,1
khai_bút,2,2,7,8,1
đeo_đẳng,2,2,7,9,1
ngu_đần,2,2,6,8,1
gây_chiến,2,2,8,11,1
tem_thư,2,2,6,7,1
giao_kết,2,2,7,9,1
ưỡn,2,1,3,6,1
nhó,2,1,3,4,1
pháo_binh,2,2,8,9,1
suy_tưởng,2,2,8,11,1
cửa_thiền,2,2,8,12,1
bóng_mát,2,2,7,9,1
thuỷ_mặc,2,2,7,10,1
dập_dờn,2,2,6,10,1
chơi_xỏ,2,2,6,8,1
cõi_lòng,2,2,7,9,1
ông_tổ_chức,2,3,9,14,1
catalog,2,1,7,7,1
đạn_nổ,2,2,5,8,1
gia_tiên,2,2,7,8,1
ngũ_quả,2,2,6,8,1
lễ_vật,2,2,5,9,1
đúc_rút,2,2,6,8,1
dã_thú,2,2,5,7,1
bưc,2,1,3,4,1
bình_sinh,2,2,8,9,1
chính_thể,2,2,8,11,1
vẽ_vời,2,2,5,8,1
lão_niên,2,2,7,9,1
tử_vì_đạo,2,3,7,11,1
thi_thư,2,2,6,7,1
tản_cư,2,2,5,7,1
sơ_đồ_hoá,2,3,7,11,1
bản_thể,2,2,6,9,1
ngoắt,2,1,5,7,1
tư_chất,2,2,6,9,1
hửng,2,1,4,6,1
lê_-,2,2,3,4,1
lịch_sử_gia,2,3,9,12,1
chơi_chữ,2,2,7,10,1
biếm,2,1,4,6,1
chân_giá_trị,2,3,10,13,1
chân_quê,2,2,7,9,1
cồn_cào,2,2,6,9,1
khai_sáng,2,2,8,9,1
phối_trộn,2,2,8,12,1
fillette,2,1,8,8,1
khói_hương,2,2,9,12,1
chợ_mới,2,2,6,10,1
trova,2,1,5,5,1
môtip,2,1,5,6,1
tiền_cảnh,2,2,8,11,1
cầu_thang_cuốn,2,3,12,16,1
lẽo,2,1,3,4,1
vải_nhựa,2,2,7,10,1
gác_lửng,2,2,7,10,1
colour,2,1,6,6,1
thoát_thai,2,2,9,10,1
penthouse,2,1,9,9,1
neon,2,1,4,4,1
phóng_tay,2,2,8,9,1
mun,2,1,3,3,1
sơn_phòng,2,2,8,10,1
xóm_giềng,2,2,8,11,1
gạch_nối,2,2,7,10,1
khiết,2,1,5,7,1
ăn_ngủ,2,2,5,7,1
hi-fi,2,1,5,5,1
khách_vãng_lai,2,3,12,14,1
poly,2,1,4,4,1
ngói_âm_dương,2,3,11,15,1
vợi,2,1,3,5,1
chò_chỉ,2,2,6,8,1
coton,2,1,5,5,1
thẻo,2,1,4,5,1
xịch,2,1,4,5,1
yểu_điệu,2,2,7,11,1
aistocking,2,1,10,10,1
chiffon,2,1,7,7,1
nón_bài_thơ,2,3,9,12,1
cắm_thùng,2,2,8,11,1
xé_lẻ,2,2,4,6,1
bẵng,2,1,4,6,1
cho_qua_chuyện,2,3,12,14,1
thuần_nhất,2,2,9,13,1
carat,2,1,5,5,1
nói_gì_thì,2,3,8,11,1
hải_hành,2,2,7,9,1
nẫu_ruột,2,2,7,11,1
ô-van,2,1,5,6,1
tổn_thọ,2,2,6,9,1
đặc_san,2,2,6,8,1
soóc,2,1,4,5,1
váy_xoè,2,2,6,8,1
caster,2,1,6,6,1
tỏ_tường,2,2,7,11,1
chi_tử,2,2,5,7,1
đắc_thắng,2,2,8,12,1
miễn_nhiễm,2,2,9,13,1
bão_lụt,2,2,6,8,1
dấu_chấm_hỏi,2,3,10,15,1
thẹn,2,1,4,5,1
xêm,2,1,3,4,1
hành_văn,2,2,7,9,1
chữ_nghĩa,2,2,8,11,1
điểm-tóc,2,1,8,11,1
đối_nhân_xử_thế,2,4,12,19,1
phang,2,1,5,5,1
quyến_luyến,2,2,10,14,1
mệt_nghỉ,2,2,7,10,1
truy_hoan,2,2,8,8,1
gục_gặc,2,2,6,9,1
nổi,2,1,4,5,1
phụ,2,1,4,4,1
nữ,2,1,3,4,1
lúc,2,1,4,4,1
trố,2,1,3,5,1
đi_tới_đi_lui,2,4,10,12,1
khẻ,2,1,3,4,1
tân_công_nương,2,3,12,16,1
cầu_vai,2,2,6,8,1
vênh_vang,2,2,8,9,1
cát-xê.,2,1,7,9,1
rách_rưới,2,2,8,12,1
tự_tiện,2,2,6,10,1
com-lê,2,1,6,7,1
dandy,2,1,5,5,1
chủ_tâm,2,2,6,8,1
án_từ,2,2,4,7,1
quốc_huy,2,2,7,9,1
dây_lưng,2,2,7,9,1
sauna,2,1,5,5,1
đồ,2,1,3,4,1
đại_tu,2,2,5,6,1
lẹt,2,1,3,4,1
nhất_quyết_định,2,3,13,18,1
high-light,2,1,10,10,1
bath,2,1,4,4,1
quyền_uy,2,2,7,9,1
lẫm_liệt,2,2,7,11,1
nguyễn_.,2,2,7,9,1
",_ren",2,2,4,4,1
rảo,2,1,3,4,1
quần_âu,2,2,6,9,1
cà-vạt,2,1,6,8,1
nhủ,2,1,3,4,1
cân_đong_đo_đếm,2,4,12,15,1
cày_cuốc,2,2,7,10,1
đánh_bạo,2,2,7,9,1
bóng_lộn,2,2,7,10,1
văng_vẳng,2,2,8,11,1
hỏi_đi_hỏi,2,3,8,10,1
kênh_kiệu,2,2,8,11,1
hăm,2,1,3,4,1
nín_nhịn,2,2,7,9,1
hưởng_lạc,2,2,8,12,1
bất_kính,2,2,7,10,1
bất_hiếu,2,2,7,11,1
gợi_chuyện,2,2,9,13,1
thườn_thượt,2,2,10,16,1
tuỳ_anh,2,2,6,7,1
vấn_vương,2,2,8,12,1
nịnh_nọt,2,2,7,9,1
bao_xa,2,2,5,5,1
rối_như_canh_hẹ,2,4,12,16,1
khoan_hồng,2,2,9,11,1
nây,2,1,3,4,1
thở_hắt,2,2,6,10,1
đê_mê,2,2,4,6,1
nhàn_hạ,2,2,6,8,1
bồ_nhí,2,2,5,8,1
tuông,2,1,5,6,1
biếng_nhác,2,2,9,12,1
ở_cữ,2,2,3,7,1
cổ_cồn,2,2,5,9,1
háo_sắc,2,2,6,9,1
ông_ăn_chả,2,3,8,11,1
bà_ăn_nem,2,3,7,9,1
đề_huề,2,2,5,9,1
đồng_sàng,2,2,8,11,1
cố_chấp,2,2,6,10,1
tội_nhân,2,2,7,10,1
tâm_can,2,2,6,7,1
tóc_tai,2,2,6,7,1
thú_vật,2,2,6,9,1
sắm_sửa,2,2,6,10,1
suy_nhược_thần_kinh,2,4,16,21,1
thẹn_thùng,2,2,9,11,1
như_trở_bàn_tay,2,4,12,16,1
bái_phục,2,2,7,9,1
quan_viên,2,2,8,9,1
vợ_cả,2,2,4,7,1
vợ_lẽ,2,2,4,7,1
hé_răng,2,2,6,8,1
đứng_mũi_chịu_sào,2,4,14,19,1
đồng_nát,2,2,7,10,1
ngang_bướng,2,2,10,13,1
ôsin,2,1,4,5,1
quá_chén,2,2,7,9,1
gia_chánh,2,2,8,9,1
phẩm_hạnh,2,2,8,11,1
high-tech,2,1,9,9,1
thề_sống_thề_chết,2,4,14,22,1
căn_vặn,2,2,6,9,1
tận_thu,2,2,6,8,1
ray_rứt,2,2,6,8,1
phong_phanh,2,2,10,10,1
khiếm,2,1,5,7,1
hạch_sách,2,2,8,10,1
vạ,2,1,2,3,1
toa_lét,2,2,6,7,1
tề_gia_nội_trợ,2,4,11,17,1
ướt_mèm,2,2,6,10,1
hỏi_vợ,2,2,5,8,1
mắc_áo,2,2,5,8,1
trịnh_trọng,2,2,10,12,1
mặt_mày,2,2,6,9,1
quầy_quậy,2,2,8,12,1
ha_ha,2,2,4,4,1
tái_bút,2,2,6,8,1
máng_xối,2,2,7,10,1
mưu_kế,2,2,5,8,1
cù_lần,2,2,5,8,1
socholat,2,1,8,8,1
nhgĩ,2,1,4,5,1
ooo,2,1,3,3,1
thủng_thẳng,2,2,10,13,1
lăng_xăng,2,2,8,10,1
thực_tình,2,2,8,11,1
cuống_quýt,2,2,9,12,1
nâng_khăn_sửa_túi,2,4,14,19,1
vui_vầy,2,2,6,8,1
sỉ_vả,2,2,4,6,1
tàn_tệ,2,2,5,8,1
thắc_thỏm,2,2,8,11,1
mình.b.,2,1,7,8,1
bạn.b.,2,1,6,7,1
tham_mưu_trưởng,2,3,13,17,1
gàn_dở,2,2,5,8,1
chu_tất,2,2,6,8,1
nhiếc_móc,2,2,8,11,1
thi_gan,2,2,6,6,1
xem_chừng,2,2,8,10,1
buông_thõng,2,2,10,12,1
sấp_ngửa,2,2,7,11,1
rành_rẽ,2,2,6,8,1
đằm,2,1,3,5,1
biển_thủ,2,2,7,10,1
nổi_cáu,2,2,6,9,1
vô_độ,2,2,4,7,1
trầm_kha,2,2,7,9,1
ấm_chén,2,2,6,9,1
vững_bền,2,2,7,11,1
thút_thít,2,2,8,10,1
vo_ve,2,2,4,4,1
sạch_bong,2,2,8,9,1
quáng_quàng,2,2,10,12,1
tặng_vật,2,2,7,11,1
công_chuyện,2,2,10,13,1
đẹp_giai,2,2,7,8,1
dùng_dằng,2,2,8,11,1
đăm_chiêu,2,2,8,10,1
keo_sơn,2,2,6,7,1
nhũn,2,1,4,5,1
oán_trách,2,2,8,10,1
xoá_nhoà,2,2,7,9,1
chịu_lửa,2,2,7,10,1
cao_lanh,2,2,7,7,1
lãnh_đủ,2,2,6,8,1
mẹ-công,2,1,7,9,1
thấy_kinh_tế,2,3,10,14,1
sức_bật,2,2,6,10,1
phổ_cập_hoá,2,3,9,14,1
đặc_quyền_đặc_lợi,2,4,14,22,1
tuấn_mã,2,2,6,9,1
dây_dưa,2,2,6,8,1
thay_da_đổi_thịt,2,4,13,16,1
đấu_nối,2,2,6,10,1
phiếuđã,2,1,7,10,1
cá_kình,2,2,6,8,1
ăn_xổi_ở_thì,2,4,9,15,1
vò_đầu_bứt_tai,2,4,11,16,1
hạ_sách,2,2,6,8,1
bút_toán,2,2,7,9,1
mênh,2,1,4,5,1
chồng_lấn,2,2,8,12,1
công_nợ,2,2,6,9,1
lành_mạnh_hoá,2,3,11,14,1
state,2,1,5,5,1
limited,2,1,7,7,1
vế,2,1,2,4,1
nhỏ_yếu,2,2,6,9,1
xập,2,1,3,5,1
trường_vốn,2,2,9,14,1
bán_tự_động,2,3,9,14,1
tầng_nấc,2,2,7,11,1
sulfur,2,1,6,6,1
xạ_trị,2,2,5,7,1
mỹ_viện_trợ,2,3,9,14,1
giỗ_chạp,2,2,7,10,1
độc_lực,2,2,6,10,1
thiêu_huỷ,2,2,8,10,1
amantadine,2,1,10,10,1
vục,2,1,3,4,1
koạch,2,1,5,6,1
mắc_dịch,2,2,7,10,1
bến_tre,2,2,6,8,1
nhủi,2,1,4,5,1
chỉnh_tề,2,2,7,10,1
sạt_nghiệp,2,2,9,12,1
mỗ,2,1,2,4,1
rãi,2,1,3,4,1
liên_cầu_khuẩn,2,3,12,17,1
giãy_giụa,2,2,8,10,1
đen_ngòm,2,2,7,8,1
việntiếp,2,1,8,12,1
xút,2,1,3,4,1
crezin,2,1,6,6,1
vilkon,2,1,6,6,1
trứng_lộn,2,2,8,12,1
giới_nghiêm,2,2,10,13,1
chồm_hổm,2,2,7,11,1
hình_thang,2,2,9,10,1
niken,2,1,5,5,1
ngâu,2,1,4,5,1
mỏ_lết,2,2,5,8,1
polynum,2,1,7,7,1
ổ_voi,2,2,4,6,1
quăng_quật,2,2,9,12,1
rơle,2,1,4,5,1
carbohydrate,2,1,12,12,1
một_trời_một_vực,2,4,13,21,1
choá,2,1,4,5,1
nề,2,1,2,4,1
đgiá,2,1,4,5,1
vnđ,2,1,3,3,1
vướng_víu,2,2,8,12,1
lằng_nhằng,2,2,9,13,1
quạt_gió,2,2,7,9,1
mangan,2,1,6,6,1
tiều,2,1,4,6,1
khí_sắc,2,2,6,9,1
trading,2,1,7,7,1
khổng,2,1,5,7,1
công_nghệ_sạch,2,3,12,16,1
reflex,2,1,6,6,1
tác_thành,2,2,8,10,1
wash,2,1,4,4,1
deodorant,2,1,9,9,1
lúc_lắc,2,2,6,9,1
lão_suy,2,2,6,7,1
cải_củ,2,2,5,7,1
micron,2,1,6,6,1
làm_đồng_hồ,2,3,9,14,1
đồngghế,2,1,7,11,1
solar,2,1,5,5,1
con_lăn,2,2,6,7,1
xi_nhan,2,2,6,6,1
xylanh,2,1,6,6,1
piston,2,1,6,6,1
ướttruyền,2,1,9,14,1
bùa_hộ_mệnh,2,3,9,14,1
ngon_mắt,2,2,7,9,1
mẹt,2,1,3,4,1
dộp,2,1,3,5,1
cắt_tiết,2,2,7,11,1
ứa,2,1,2,4,1
trợ_tá,2,2,5,8,1
mô_tơ,2,2,4,6,1
siêu_bền,2,2,7,10,1
sượng,2,1,5,8,1
truật,2,1,5,7,1
đại_hồi,2,2,6,9,1
rượu_thuốc,2,2,9,14,1
phức,2,1,4,6,1
carbonhydrates,2,1,14,14,1
phó-mát,2,1,7,9,1
đát,2,1,3,4,1
ngọc_lan_tây,2,3,10,12,1
dung_môi,2,2,7,8,1
hair,2,1,4,4,1
treatment,2,1,9,9,1
gấc,2,1,3,5,1
làm_cỏ,2,2,5,7,1
nặng_mùi,2,2,7,10,1
da_láng,2,2,6,7,1
rễ_củ,2,2,4,7,1
lát_hoa,2,2,6,7,1
thuỷ_tiên,2,2,8,10,1
cyanure,2,1,7,7,1
talc,2,1,4,4,1
shampoo,2,1,7,7,1
hoà_thành,2,2,8,10,1
da.mặt,2,1,6,8,1
đề_can,2,2,5,7,1
đồng_hun,2,2,7,9,1
bện,2,1,3,5,1
con_công,2,2,7,8,1
salycyle,2,1,8,8,1
mắt_ngọc,2,2,7,10,1
rau_dền,2,2,6,8,1
mạch_nha,2,2,7,8,1
phẫu_thuật_viên,2,3,13,18,1
măm,2,1,3,4,1
dạ_hương,2,2,7,10,1
phần_mắt,2,2,7,11,1
xăng_đan,2,2,7,8,1
bi_ve,2,2,4,4,1
táng,2,1,4,5,1
vi-ba.,2,1,6,6,1
cung_tần,2,2,7,9,1
paraphin,2,1,8,8,1
cal,2,1,3,3,1
đầu_đinh,2,2,7,9,1
rỏ,2,1,2,3,1
rỗ,2,1,2,4,1
plus,2,1,4,4,1
phân_cách,2,2,8,10,1
sô-đa,2,1,5,6,1
trà_xanh,2,2,7,8,1
đông_dược,2,2,8,12,1
nấm_mỡ,2,2,5,9,1
khô_héo,2,2,6,8,1
kcalo,2,1,5,5,1
thân_mềm,2,2,7,10,1
liệu_trình,2,2,9,12,1
ti-vi,2,1,5,5,1
chỉa,2,1,4,5,1
astringent,2,1,10,10,1
yellow,2,1,6,6,1
under-stone,2,1,11,11,1
moisturize,2,1,10,10,1
petroleumjelly,2,1,14,14,1
tươi_roi_rói,2,3,10,13,1
trơi,2,1,4,5,1
giau,2,1,4,4,1
giăm_bông,2,2,8,10,1
xuc,2,1,3,3,1
xich,2,1,4,4,1
trái_đào_tiên,2,3,11,14,1
cải_bắp,2,2,6,9,1
chân_như,2,2,7,9,1
bít-tết,2,1,7,10,1
tha_thướt,2,2,8,11,1
thẩm_mỹ_viên,2,3,10,14,1
"a_""",2,2,2,2,1
soc,2,1,3,3,1
môc,2,1,3,4,1
cuôi,2,1,4,5,1
ep,2,1,2,2,1
giot,2,1,4,4,1
mach,2,1,4,4,1
gao,2,1,3,3,1
phut,2,1,4,4,1
thú_dữ,2,2,5,8,1
thử_son,2,2,6,8,1
salicilic,2,1,9,9,1
kích_tố,2,2,6,9,1
glycolic,2,1,8,8,1
chân_hàng,2,2,8,10,1
coke,2,1,4,4,1
thât,2,1,4,5,1
bân,2,1,3,4,1
hải_ly,2,2,5,6,1
acetone,2,1,7,7,1
fragrance,2,1,9,9,1
khi_son,2,2,6,6,1
mỏng_son,2,2,7,8,1
dưa_đỏ,2,2,5,7,1
carotein,2,1,8,8,1
giác_mạc,2,2,7,9,1
tá_dược,2,2,6,10,1
muợt,2,1,4,6,1
liquid,2,1,6,6,1
coverage,2,1,8,8,1
tóc_mây,2,2,6,8,1
ngườia,2,1,6,9,1
lặn_ngụp,2,2,7,10,1
khấp_khểnh,2,2,9,13,1
răng_nanh,2,2,8,9,1
một_tí_son,2,3,8,11,1
mcg,2,1,3,3,1
đỏ_hỏn,2,2,5,7,1
da_bánh_mật,2,3,9,12,1
aerobics,2,1,8,8,1
là_son,2,2,5,6,1
bina,2,1,4,4,1
làm_lông,2,2,7,9,1
cuồng_si,2,2,7,9,1
ghèn,2,1,4,5,1
từ_trần,2,2,6,10,1
hư_không,2,2,7,9,1
khoặc,2,1,5,7,1
đánh_lộn,2,2,7,10,1
chè_mạn,2,2,6,8,1
cối_xay,2,2,6,8,1
hyaluronic,2,1,10,10,1
háu_đói,2,2,6,8,1
bã_trầu,2,2,6,9,1
vông,2,1,4,5,1
horse,2,1,5,5,1
chẩn,2,1,4,6,1
như_thanh,2,2,8,9,1
thích_khách,2,2,10,12,1
thầu_dầu,2,2,7,11,1
tăc,2,1,3,4,1
muông,2,1,5,6,1
gơi,2,1,3,4,1
lơp_son,2,2,6,7,1
rụt,2,1,3,4,1
pectin,2,1,6,6,1
ửa,2,1,2,4,1
hồng_hoa,2,2,7,9,1
mướp_hương,2,2,9,14,1
alkaline,2,1,8,8,1
lợi_bất_cập_hại,2,4,12,19,1
ghế_điện,2,2,7,11,1
shading,2,1,7,7,1
hanh_hao,2,2,7,7,1
lực_lưỡng,2,2,8,13,1
siêu_tự_nhiên,2,3,11,15,1
axit_amin,2,2,8,8,1
dầu_bóng,2,2,7,10,1
làm_phép,2,2,7,9,1
vàng_vọt,2,2,7,9,1
nốt_đen,2,2,6,8,1
teinted,2,1,7,7,1
lem_son,2,2,6,6,1
nhũ_tương,2,2,8,11,1
khô.mặt,2,1,7,10,1
sản_phẩm_son,2,3,10,13,1
tóc_sâu,2,2,6,8,1
dép_lê,2,2,5,7,1
chất_phác,2,2,8,11,1
fluor,2,1,5,5,1
tiết_kiệm_son,2,3,11,15,1
dí,2,1,2,3,1
clarifying,2,1,10,10,1
trên_son,2,2,7,8,1
trước_tác,2,2,8,12,1
đi_rửa,2,2,5,7,1
saturated,2,1,9,9,1
nhà_pha,2,2,6,7,1
qúa,2,1,3,4,1
góc_vuông,2,2,8,10,1
beta-hydroxy,2,1,12,12,1
toác,2,1,4,5,1
tỉa_tót,2,2,6,8,1
khắn,2,1,4,6,1
kiễng_chân,2,2,9,12,1
phát_tướng,2,2,9,13,1
bách_bộ,2,2,6,9,1
cẩm_chướng,2,2,9,14,1
đon_đả,2,2,5,6,1
thũng,2,1,5,6,1
bạch_chỉ,2,2,7,9,1
xatanh,2,1,6,6,1
rầy_rà,2,2,5,8,1
;_son,2,2,4,4,1
phờ_râu,2,2,6,9,1
care,2,1,4,4,1
xỉ,2,1,2,3,1
hộ_mệnh,2,2,6,10,1
gá,2,1,2,3,1
gậm,2,1,3,5,1
rền,2,1,3,5,1
hùng_hổ,2,2,6,9,1
ám_hại,2,2,5,7,1
tuỳ_viên,2,2,7,9,1
lằng,2,1,4,6,1
thuổng,2,1,6,8,1
đồng_bạc,2,2,7,10,1
trường_bắn,2,2,9,14,1
tên_cúng_cơm,2,3,10,13,1
ghẹo,2,1,4,5,1
khối_phố,2,2,7,11,1
gậy_gộc,2,2,6,10,1
mót,2,1,3,4,1
chủ_chứa,2,2,7,10,1
lêu_lổng,2,2,7,10,1
xị,2,1,2,3,1
khiêng,2,1,6,7,1
nát_rượu,2,2,7,11,1
rương,2,1,5,7,1
ắc,2,1,2,4,1
búa_đinh,2,2,7,8,1
xốn_xang,2,2,7,9,1
tân_đã,2,2,5,7,1
phi_tang,2,2,7,7,1
bày_đặt,2,2,6,9,1
bẽ_bàng,2,2,6,8,1
động_dục,2,2,7,10,1
tổn_hao,2,2,6,8,1
gia_bảo,2,2,6,7,1
nựng,2,1,4,6,1
shy,2,1,3,3,1
giông,2,1,5,6,1
endorphine,2,1,10,10,1
food,2,1,4,4,1
vống,2,1,4,6,1
đại_từ,2,2,5,8,1
hà_hơi,2,2,5,7,1
hàm_ếch,2,2,6,9,1
oxide,2,1,5,5,1
nói_thì,2,2,6,8,1
u_nang,2,2,5,5,1
patch,2,1,5,5,1
ừ_hữ,2,2,3,7,1
cũ_kĩ,2,2,4,6,1
kj,2,1,2,2,1
tiểu_tiết,2,2,8,12,1
miệngb,2,1,6,8,1
thành_tâm,2,2,8,10,1
đằng_ấy,2,2,6,10,1
cắn_câu,2,2,6,9,1
nội_sinh,2,2,7,9,1
chọn_lọc_tự_nhiên,2,4,14,19,1
thừa_tự,2,2,6,10,1
đại_lượng,2,2,8,12,1
clindamycine,2,1,12,12,1
hàn_huyên,2,2,8,10,1
đen_đỏ,2,2,5,6,1
sấn_sổ,2,2,5,9,1
đểm,2,1,3,5,1
hãn_hữu,2,2,6,9,1
niễm,2,1,4,6,1
rình_mò,2,2,6,8,1
tục_lệ,2,2,5,8,1
què,2,1,3,4,1
biết_điều_chỉnh,2,3,13,18,1
e_hèm,2,2,4,5,1
líp,2,1,3,4,1
endophine,2,1,9,9,1
phiền_não,2,2,8,11,1
stearate,2,1,8,8,1
ethylsuccinate,2,1,14,14,1
xi-rô,2,1,5,6,1
limphô,2,1,6,7,1
macrolide,2,1,9,9,1
bột_phát,2,2,7,10,1
thi_hương,2,2,8,10,1
thi_hội,2,2,6,8,1
chay_tịnh,2,2,8,9,1
ồm,2,1,2,4,1
dị_vật,2,2,5,8,1
móc_ngoặc,2,2,8,11,1
polip,2,1,5,5,1
duphaston,2,1,9,9,1
orgametril,2,1,10,10,1
mikrofollin,2,1,11,11,1
estriol,2,1,7,7,1
ngọc_hành,2,2,8,10,1
nhất_nguyên,2,2,10,13,1
se_sẻ,2,2,4,5,1
vừa_miệng,2,2,8,12,1
cơ_vòng,2,2,6,8,1
nhàu_nhĩ,2,2,7,9,1
hả_giận,2,2,6,9,1
tịt,2,1,3,4,1
thuốc_mỡ,2,2,7,11,1
đèn_xanh,2,2,7,8,1
steroids,2,1,8,8,1
phenylethylamine,2,1,16,16,1
nói_thầm,2,2,7,10,1
giời_ơi,2,2,6,9,1
phì_cười,2,2,7,11,1
chân_voi,2,2,7,8,1
tâm_tính,2,2,7,9,1
nhân_thể,2,2,7,10,1
tạng_phủ,2,2,7,9,1
hư_hoả,2,2,5,7,1
hao_tổn,2,2,6,8,1
sung_huyết,2,2,9,11,1
rúm,2,1,3,4,1
thoái_thác,2,2,9,11,1
giả_bộ,2,2,5,8,1
kịch_phát,2,2,8,10,1
ngũ_quan,2,2,7,8,1
đốt_cháy_giai_đoạn,2,4,15,19,1
tuyến_giáp_trạng,2,3,14,18,1
ủ_dột,2,2,4,7,1
hú_hí,2,2,4,6,1
dày_cộp,2,2,6,9,1
thuỷ_tổ,2,2,6,9,1
lầm_lẫn,2,2,6,10,1
giải_phẫu_học,2,3,11,15,1
đặc_ân,2,2,5,8,1
mất_nết,2,2,6,10,1
vanilla,2,1,7,7,1
lót_ren,2,2,6,7,1
ăn_to_nói_lớn,2,4,10,14,1
siêu_hình,2,2,8,10,1
ngũ_gia_bì,2,3,8,10,1
viễn_chí,2,2,7,10,1
thạch_xương_bồ,2,3,12,17,1
sa_nhân,2,2,6,7,1
sài_hồ,2,2,5,8,1
biện_chứng,2,2,9,13,1
nhẩy_xổ,2,2,6,10,1
lê_bước,2,2,6,10,1
tao_ngộ,2,2,6,8,1
đa_dâm,2,2,5,6,1
ngậm_miệng,2,2,9,13,1
citrullin,2,1,9,9,1
dược_lý,2,2,6,10,1
loại_biệt,2,2,8,11,1
hẵng,2,1,4,6,1
phytoeostrogen,2,1,14,14,1
isoflavon,2,1,9,9,1
androsteron,2,1,11,11,1
lignan,2,1,6,6,1
dopamin,2,1,7,7,1
gonorrhea,2,1,9,9,1
quinolone,2,1,9,9,1
cephalosporin,2,1,13,13,1
amoxilline,2,1,10,10,1
víi,2,1,3,4,1
clavulanate,2,1,11,11,1
potassium,2,1,9,9,1
thấy_kinh,2,2,8,10,1
bế_kinh,2,2,6,8,1
ngoặc_đơn,2,2,8,11,1
tiệt,2,1,4,6,1
tháng_âm_lịch,2,3,11,14,1
ngươn,2,1,5,7,1
hiến_dâng,2,2,8,11,1
vơ_đũa_cả_nắm,2,4,10,15,1
chống_chế,2,2,8,12,1
gây_chuyện,2,2,9,12,1
condom,2,1,6,6,1
trồi,2,1,4,6,1
tri_giác,2,2,7,8,1
cơ_thể_học,2,3,8,12,1
atiso,2,1,5,5,1
lễ_giáo,2,2,6,9,1
tình_trạng_dương,2,3,14,18,1
điều_trị_dương,2,3,12,17,1
khu_trú,2,2,6,7,1
xung_động,2,2,8,10,1
ti,2,1,2,2,1
củ_từ,2,2,4,7,1
khoai_mỡ,2,2,7,9,1
viagra,2,1,6,6,1
tươi_nhuận,2,2,9,13,1
xơ_vữa,2,2,5,8,1
động_mạch_vành,2,3,12,16,1
tay_mặt,2,2,6,8,1
càm,2,1,3,4,1
ràm,2,1,3,4,1
tình_tang,2,2,8,9,1
quan_điểm_lịch_sử,2,4,14,19,1
im_phăng_phắc,2,3,11,14,1
nguyên_tố_hoá_học,2,4,14,19,1
fx,2,1,2,2,1
lý_thuyết_hoá,2,3,11,15,1
đại_diện_trường,2,3,13,19,1
ngayày,2,1,6,7,1
khoanh_tay,2,2,9,9,1
suc,2,1,3,3,1
tuoi,2,1,4,4,1
truoc,2,1,5,5,1
choi,2,1,4,4,1
dia,2,1,3,3,1
gamme,2,1,5,5,1
xướng_âm,2,2,7,11,1
văn_chương_trình,2,3,14,18,1
ngán_ngại,2,2,8,10,1
động-thương,2,1,11,15,1
dự_thí,2,2,5,8,1
chủ_xướng,2,2,8,12,1
định_bụng,2,2,8,10,1
nghị_luận,2,2,8,11,1
trối_chết,2,2,8,12,1
tỉ_trọng,2,2,7,9,1
nghề_tự_do,2,3,8,12,1
tr,2,1,2,2,1
đói_khổ,2,2,6,9,1
tấc_lòng,2,2,7,10,1
lục_bát,2,2,6,8,1
ngàn_thu,2,2,7,8,1
ngưỡng_vọng,2,2,10,14,1
môn_sử,2,2,5,8,1
